id_mhs,list matkul,rekomendasi matkul
13510084,"IF4040-2013, IF4073-2013","IF4071-2013, DK4206-2013, IF4072-2013, KU2061-2013, IF4033-2013, IF4020-2013, IF4031-2013, IF2112-2013, DK3014-2013, IF4021-2013, IF4041-2013, IF4061-2013, BI2001-2013, IF4043-2013, KU4078-2013, AS2005-2013, IF4070-2013, DK3016-2013, IF4050-2013, TL2105-2013, TL4103-2013, KU4079-2013, KU4072-2013, KU4012-2013, TI3004-2013, KU2062-2013"
13510085,"IF4072-2013, IF5020-2013, IF5151-2013, IF5152-2013, IF5153-2013","IF4071-2013, AS2005-2013, DK4206-2013, KU4072-2013, IF4020-2013, TI3004-2013, KU4273-2013"
13510086,"IF4071-2013, IF4072-2013, KU2063-2013, IF4061-2013","AS2005-2013, IF4043-2013, IF4050-2013, KU2062-2013, IF4033-2013, KU4072-2013, KU4079-2013, DK3014-2013, KU2061-2013, IF4031-2013, DK4206-2013, IF4070-2013, TI3004-2013, KU4012-2013, BI2001-2013, DK3016-2013, KU4078-2013, KU4273-2013, IF4020-2013, IF4073-2013, IF4041-2013, IF4021-2013, IF4150-2019, IF4040-2013, IF2112-2013, TL4103-2013, TL4002-2013, IF4074-2019, IF4042-2013, IF4052-2019, KU2065-2013, IF4072-2019, IF4041-2019"
13510087,"IF4060-2013, KU2061-2013, KU4012-2013, TL4103-2013, IF4061-2013","IF2112-2013, IF4072-2013, BI2001-2013, KU4078-2013, IF4050-2013, DK3016-2013, DK3014-2013"
13510088,"IF4071-2013, IF4072-2013, TL4103-2013, IF4061-2013, IF4073-2013","DK4206-2013, KU2061-2013, IF4031-2013, IF4042-2013, IF4033-2013, IF4020-2013, IF2112-2013"
13510089,"IF4070-2013, IF4072-2013, TL4002-2013, IF4033-2013","AS2005-2013, IF4071-2013, IF4031-2013, KU2061-2013, KU4012-2013, DK3014-2013, IF4042-2013, IF2112-2013, KU4079-2013, IF4021-2013, IF4050-2013, IF4041-2013, DK3016-2013, IF4061-2013, IF4020-2013, DK4206-2013, KU4072-2013, KU2062-2013, TI3004-2013, KU4078-2013, IF4073-2013, KU4273-2013, IF4043-2013, TL2105-2013, TL4103-2013, IF4040-2013, BI2001-2013"
13510090,"IF4070-2013, KU4012-2013, TL4103-2013, IF4020-2013, IF4033-2013, IF4061-2013, IF4073-2013","KU2061-2013, IF4031-2013, AS2005-2013, IF4071-2013, DK4206-2013, IF4072-2013, DK3014-2013, BI2001-2013, DK3016-2013, IF4042-2013, IF4050-2013, IF2112-2013, IF4021-2013, KU4079-2013, IF4041-2013, KU4078-2013, TL2105-2013, TL4002-2013, IF4040-2013, KU4072-2013, IF4043-2013, KU2062-2013, TI3004-2013, KU4071-2013"
13510091,"IF4070-2013, IF4070-2013, IF4071-2013, IF4072-2013, KU4012-2013, TL4002-2013, IF4033-2013, IF4061-2013, II4062-2013","IF4031-2013, KU4079-2013, KU4078-2013, AS2005-2013, DK3014-2013, IF4050-2013, IF2112-2013"
13510092,"IF4060-2013, IF4071-2013, IF4072-2013, IF4061-2013","AS2005-2013, KU2062-2013, KU4079-2013, DK3014-2013, KU2061-2013, DK4206-2013, IF4070-2013"
13510093,"IF4071-2013, KU4078-2013, IF4061-2013","AS2005-2013, KU4079-2013, IF4031-2013, KU2061-2013, IF4043-2013, DK3014-2013, IF4033-2013"
13510094,"IF4071-2013, IF4072-2013, IF4033-2013, IF4073-2013","DK4206-2013, KU2061-2013, IF4020-2013, IF4031-2013, KU4079-2013, KU4078-2013, AS2005-2013, DK3014-2013, IF4050-2013, KU4072-2013, TI3004-2013, IF2112-2013, KU2062-2013, IF4021-2013, IF4070-2013, DK3016-2013, KU4273-2013, IF4061-2013, TL2105-2013, IF4041-2013, IF4040-2013, KU2063-2013, KU4012-2013, TL4103-2013, IF4043-2013, TL4002-2013, IF4042-2013, KU2065-2013, BI2001-2013"
13510095,"TL4002-2013, IF4033-2013, IF4073-2013","IF4020-2013, KU2061-2013, IF4071-2013, DK4206-2013, IF4072-2013, IF4031-2013, IF2112-2013"
13510096,"IF4031-2013, II4033-2013, KU2061-2013, TL4103-2013, IF4021-2013, IF4033-2013","IF4050-2013, IF2112-2013, AS2005-2013, IF4020-2013, IF4040-2013, IF4071-2013, IF4042-2013"
13510097,"IF4043-2013, KU2061-2013, KU4012-2013, TL4103-2013, IF4040-2013, IF4042-2013, IF4061-2013","IF4021-2013, DK3016-2013, IF2112-2013, IF4071-2013, DK3014-2013, AS2005-2013, IF4070-2013"
13510098,"IF4070-2013, IF4071-2013, KU2061-2013, TL4002-2013, DK3014-2013, IF4073-2013","IF2112-2013, DK4206-2013, IF4072-2013, KU4094-2013, IF4042-2013, IF4033-2013, IF4020-2013"
13510099,"IF4031-2013, IF4070-2013, KU4012-2013, IF4041-2013, IF4073-2013, MA2021-2013, MA4171-2013","AS2005-2013, TI3004-2013, IF4071-2013, DK4206-2013, IF4072-2013, KU2061-2013, DK3014-2013, BI2001-2013, IF2112-2013, IF4020-2013, IF4050-2013, IF4033-2013, KU4079-2013, IF4043-2013, KU4078-2013, IF4042-2013, IF4021-2013, DK3016-2013, IF4040-2013, IF4061-2013, KU4273-2013, TL4103-2013, TL2105-2013, TL4002-2013, KU2062-2013, KU4182-2013, KU4072-2013, KU4095-2013, KU4183-2013, KU2063-2013"
13510100,"IF4071-2013, IF4072-2013, IF4061-2013","AS2005-2013, KU2062-2013, KU4079-2013, DK3014-2013, KU2061-2013, DK4206-2013, IF4070-2013"
13510101,IF4072-2013,"IF4071-2013, AS2005-2013, DK4206-2013, KU4072-2013, IF4020-2013, TI3004-2013, KU4273-2013"
13510102,"IF4033-2013, IF4040-2013, IF4041-2013, IF4061-2013, II4034-2013","AS2005-2013, IF4072-2013, TI3004-2013, IF4071-2013, IF4043-2013, DK3014-2013, KU4078-2013"
13510103,"KU4012-2013, TL4002-2013, IF4021-2013, IF4033-2013, IF4040-2013, IF4061-2013","DK3014-2013, IF2112-2013, BI2001-2013, IF4042-2013, DK3016-2013, IF4070-2013, IF4071-2013"
13510104,"IF4070-2013, KU2061-2013, IF4041-2013","KU4094-2013, AS2005-2013, IF4072-2013, TI3004-2013, IF4071-2013, DK3014-2013, IF4043-2013, KU4078-2013, IF4042-2013, IF2112-2013, IF4073-2013, IF4031-2013, IF4021-2013, IF4040-2013, IF4061-2013, DK3016-2013, KU4012-2013, KU4273-2013, KU4079-2013, KU2062-2013, KU4182-2013, KU4072-2013, TL2105-2013, IF4020-2013, IF4033-2013, TL4002-2013, DK4206-2013, TL4103-2013, KU4095-2013, BI2001-2013, KU4183-2013, IF3159-2019, IF4074-2019, IF4050-2013, BI2001-2019, IF4150-2019, IF4061-2019, IF4072-2019, IF4043-2019, IF4031-2019, IF4041-2019, IF4052-2019, IF4071-2019, IF4021-2019"
13510105,"IF4072-2013, KU4012-2013, TL4002-2013, IF4061-2013","DK3014-2013, BI2001-2013, IF4071-2013, IF2112-2013, KU2061-2013, IF4070-2013, AS2005-2013, KU2062-2013, DK4206-2013, IF4042-2013, DK3016-2013, IF4031-2013, TI3004-2013, KU4079-2013, KU4072-2013, TL4103-2013, IF4020-2013, KU4273-2013, IF4041-2013, IF4021-2013, IF4043-2013, IF4050-2013, IF4033-2013, IF4073-2013, KU4078-2013, IF4040-2013"
13511001,"IF4031-2013, IF4071-2013, IF4072-2013, TL4002-2013, DK4206-2013, IF4020-2013, IF4042-2013","DK3016-2013, DK3014-2013, IF2112-2013, IF4021-2013, AS2005-2013, IF4070-2013, IF4073-2013, KU2061-2013, KU4072-2013, IF4061-2013, IF4033-2013, TL4103-2013, IF4050-2013, KU4079-2013, KU2062-2013, TI3004-2013, KU2063-2013, KU4012-2013, KU4078-2013, KU4273-2013, IF4041-2013, TL2105-2013, IF4043-2013, IF4040-2013, KU4071-2013, KU2065-2013, BI2001-2013, IF4150-2019"
13511002,"IF4031-2013, TL4002-2013, IF4040-2013, IF4041-2013","AS2005-2013, TI3004-2013, IF4050-2013, KU2061-2013, IF4033-2013, IF4072-2013, IF4071-2013"
13511004,"IF4070-2013, IF4071-2013, IF4072-2013, IF5020-2013, TL4002-2013, IF4020-2013, IF4061-2013, IF4050-2013","AS2005-2013, IF4031-2013, KU2061-2013, IF4033-2013, IF2112-2013, KU2063-2013, IF4073-2013"
13511005,"IF4031-2013, IF4071-2013, IF4072-2013, KU4078-2013, TL4002-2013, DK3014-2013, IF4020-2013, IF4041-2013","AS2005-2013, TI3004-2013, IF4033-2013, KU4079-2013, KU2061-2013, IF4043-2013, KU4273-2013"
13511006,"IF4070-2013, IF4071-2013, IF4072-2013, KU2061-2013, KU4078-2013, TL4002-2013, DK3014-2013, DK4206-2013, IF4033-2013, KU4096-2013","IF4073-2013, KU4079-2013, IF4031-2013, IF4050-2013, IF2112-2013, AS2005-2013, KU4094-2013"
13511007,"IF4031-2013, IF4070-2013, IF4071-2013, IF4072-2013, TL4002-2013, DK4206-2013, IF4073-2013, IF5154-2013, SR2003-2013, IF5160-2013","KU2061-2013, KU4072-2013, AS2005-2013, IF4061-2013, IF4033-2013, TL4103-2013, DK3014-2013"
13511008,IF2112-2013,"DK3014-2013, IF4042-2013, IF4021-2013, DK3016-2013, IF4071-2013, AS2005-2013, IF4070-2013"
13511009,"IF4031-2013, IF4070-2013, IF4072-2013, TL4103-2013, DK4206-2013, IF4073-2013, KU4096-2013","IF4071-2013, KU2061-2013, AS2005-2013, KU4072-2013, IF4061-2013, IF4033-2013, DK3014-2013"
13511010,"IF4031-2013, IF4071-2013, IF4072-2013, TL4002-2013, IF4021-2013, IF4061-2013","IF4042-2013, IF2112-2013, IF4033-2013, AS2005-2013, KU2061-2013, DK3014-2013, TL4103-2013"
13511011,"IF4043-2013, KU4012-2013, TL4103-2013, IF4040-2013, IF4041-2013, IF4061-2013, SR2003-2013","IF4050-2013, KU4079-2013, DK3014-2013, AS2005-2013, KU4273-2013, KU4078-2013, BI2001-2013"
13511012,"IF4031-2013, IF4071-2013, IF4072-2013, TL4002-2013, DK4206-2013, IF4042-2013, IF4061-2013","DK3016-2013, DK3014-2013, IF2112-2013, IF4021-2013, AS2005-2013, IF4070-2013, IF4073-2013, KU2061-2013, KU4072-2013, IF4033-2013, KU2062-2013, TL4103-2013, IF4020-2013, KU4079-2013, TI3004-2013, IF4050-2013, KU4078-2013, KU2063-2013, KU4012-2013, BI2001-2013, KU4273-2013, IF4043-2013, IF4041-2013, IF4040-2013, KU2065-2013, IF4150-2019"
13511013,"IF4031-2013, IF4043-2013, IF4070-2013, KU2061-2013, TL4002-2013, IF4020-2013, IF4041-2013, IF4061-2013, TI3004-2013","IF4033-2013, IF4050-2013, IF2112-2013, AS2005-2013, IF4072-2013, IF4071-2013, KU4094-2013"
13511014,"KU4078-2013, KU4184-2013, DK3014-2013, IF4020-2013, IF4040-2013, IF4041-2013, IF4042-2013, IF4061-2013, KU4182-2013, KU4183-2013, AS2005-2013, ME3036-2013, OS3001-2013","IF4071-2013, DK3016-2013, IF2112-2013, IF4070-2013, IF4021-2013, IF4072-2013, IF4150-2019, KU2061-2013, TI3004-2013, IF4041-2019, KU4079-2013, IF4031-2013, IF4061-2019, IF4074-2019, IF4043-2013, KU4273-2013, IF4071-2019, IF4072-2019, IF4043-2019, KU2062-2013, KU4012-2013, IF4073-2013, BI2001-2013, IF4033-2013, TL4103-2013, IF4050-2013, IF4031-2019, KU4072-2013, KU2065-2013, DK4206-2013, KU2063-2013, TL2105-2013, TL4002-2013, KU4071-2013, KU4095-2013"
13511015,"IF4031-2013, IF4070-2013, IF4071-2013, IF4072-2013, KU2061-2013, KU4012-2013, KU4078-2013, TL4002-2013, DK3014-2013, IF4033-2013, IF4061-2013, KU4096-2013, TI3004-2013","IF4050-2013, IF2112-2013, AS2005-2013, IF4041-2013, IF4020-2013, KU4079-2013, KU4094-2013"
13511016,"IF4031-2013, IF4043-2013, IF4071-2013, IF4072-2013, TL4002-2013, DK4206-2013, IF4042-2013","DK3016-2013, DK3014-2013, IF2112-2013, IF4021-2013, AS2005-2013, IF4070-2013, IF4073-2013, KU2061-2013, KU4072-2013, IF4061-2013, KU4079-2013, KU4078-2013, IF4050-2013, KU4273-2013, IF4033-2013, TL4103-2013, IF4020-2013, IF4041-2013, IF4040-2013, KU2063-2013, KU2062-2013, TI3004-2013, KU4012-2013, KU4095-2013, KU4182-2013, KU2065-2013, BI2001-2013, IF4150-2019"
13511017,"IF4031-2013, IF4071-2013, IF4072-2013, TL4002-2013, IF4020-2013, IF4033-2013, IF4050-2013","IF2112-2013, KU2061-2013, KU4079-2013, AS2005-2013, KU4078-2013, KU2063-2013, IF4073-2013"
13511018,"IF4031-2013, IF4071-2013, IF4072-2013, KU4078-2013, TL4103-2013, IF4042-2013, IF4061-2013, MB4044-2013, MK3011-2013","DK3016-2013, DK3014-2013, IF2112-2013, IF4021-2013, AS2005-2013, IF4070-2013, IF4033-2013, KU4079-2013, KU2061-2013, IF4020-2013, IF4043-2013, TI3004-2013, IF4050-2013, KU2062-2013, IF4041-2013, DK4206-2013, KU4012-2013, BI2001-2013, KU4072-2013, KU4273-2013, IF4040-2013, IF4073-2013, TL4002-2013, KU2065-2013, KU4182-2013, KU4183-2013, KU2063-2013"
13511019,"IF4070-2013, IF4071-2013, IF4072-2013, KU4078-2013, TL4002-2013, DK3014-2013, IF4020-2013, KU4096-2013","AS2005-2013, KU4079-2013, IF4031-2013, KU2061-2013, IF4042-2013, IF2112-2013, KU4273-2013"
13511020,"IF4031-2013, IF4071-2013, IF4072-2013, KU4012-2013, TL4103-2013, IF4042-2013, MB4042-2013, MB4047-2013","DK3016-2013, DK3014-2013, IF2112-2013, IF4021-2013, AS2005-2013, IF4070-2013, IF4033-2013, KU2061-2013, IF4020-2013, BI2001-2013, IF4050-2013, KU4079-2013, TI3004-2013, KU4072-2013, DK4206-2013, IF4061-2013, KU4273-2013, IF4073-2013, KU2062-2013, TL4002-2013, IF4041-2013, IF4043-2013, KU4078-2013, IF4040-2013, KU2065-2013, KU2063-2013"
13511021,"BI2001-2013, IF4043-2013, IF4072-2013, KU2061-2013, KU2061-2013, TL2105-2013, TL4002-2013, IF4021-2013, IF4040-2013, IF4040-2013, IF4042-2013, IF4050-2013, KU4096-2013, MK3011-2013","DK3016-2013, IF2112-2013, IF4071-2013, DK3014-2013, AS2005-2013, IF4070-2013, IF4033-2013, IF4031-2013, KU4079-2013, KU4273-2013, IF4061-2013, IF4073-2013, DK4206-2013, KU4078-2013, IF4020-2013, IF4041-2013, TL4103-2013, KU2063-2013, TI3004-2013, KU2062-2013, KU4012-2013, KU4072-2013, IF4150-2019, KU4078-2019, KU2065-2013, IF4043-2019, KU4095-2013, IF4041-2019, KU4182-2013, IF4074-2019, IF3159-2019, BI2001-2019, IF4061-2019, IF4072-2019, IF4031-2019, IF4052-2019, IF4071-2019, IF4021-2019"
13511022,"IF4071-2013, KU2063-2013, KU4078-2013, KU4190-2013, TL4002-2013, IF4021-2013, IF4041-2013, IF4061-2013","AS2005-2013, IF4072-2013, TI3004-2013, KU4079-2013, IF4031-2013, KU2061-2013, IF4042-2013, IF2112-2013, DK3014-2013, IF4043-2013, DK3016-2013, IF4070-2013, KU4072-2013, IF4033-2013, IF4050-2013, KU2062-2013, KU4273-2013, DK4206-2013, BI2001-2013, IF4040-2013, KU4012-2013, IF4073-2013, IF4020-2013, IF4150-2019, KU4182-2013, KU4095-2013, IF4074-2019, KU4183-2013, IF4052-2019, TL4103-2013, KU2065-2013, IF4072-2019, IF4041-2019"
13511023,"IF4031-2013, IF4071-2013, IF4072-2013, TL4002-2013, IF4061-2013, ME4034-2013, IF4050-2013","IF4033-2013, IF2112-2013, KU2061-2013, KU2063-2013, AS2005-2013, TL4103-2013, DK3014-2013"
13511024,"BI2001-2013, IF4043-2013, IF4070-2013, IF4072-2013, KU4012-2013, TL4103-2013, DK3014-2013, IF4061-2013","IF4042-2013, IF2112-2013, IF4050-2013, KU4079-2013, IF4021-2013, IF4071-2013, AS2005-2013, KU4273-2013, KU2061-2013, DK3016-2013, KU4078-2013, KU2062-2013, IF4041-2013, IF4040-2013, KU2065-2013, IF4031-2013, TI3004-2013, KU2063-2013, IF4033-2013, KU4072-2013, TL2105-2013, DK4206-2013, IF4150-2019, KU4078-2019, IF4020-2013, IF4073-2013, TL4002-2013, IF4043-2019, KU4095-2013, IF4041-2019, KU4182-2013, IF4074-2019, IF4072-2019, IF4031-2019, IF4061-2019"
13511025,"IF4071-2013, IF4072-2013, KU4078-2013, TL4103-2013, DK3014-2013, IF4041-2013, IF4073-2013","DK4206-2013, KU2061-2013, AS2005-2013, TI3004-2013, IF2112-2013, KU4079-2013, IF4031-2013"
13511026,"IF4031-2013, IF4071-2013, IF4072-2013, KU4080-2013, TL4002-2013, IF4040-2013, ET4003-2013, IF4050-2013, MK3011-2013, AE4080-2013","IF4033-2013, IF2112-2013, KU2061-2013, KU2063-2013, AS2005-2013, TL4103-2013, DK3014-2013"
13511027,"IF4031-2013, IF4070-2013, IF4071-2013, IF4072-2013, TL4103-2013, IF4033-2013, IF4050-2013, IF5211-2013, MB4019-2013, MB4047-2013","IF2112-2013, KU2061-2013, KU4079-2013, KU4078-2013, KU2063-2013, AS2005-2013, IF4020-2013"
13511028,"IF4043-2013, IF4070-2013, IF4071-2013, KU4078-2013, KU4095-2013, TL4002-2013, IF4021-2013, IF4061-2013, KU4096-2013","AS2005-2013, KU4079-2013, IF4031-2013, KU2061-2013, DK3014-2013, IF2112-2013, IF4042-2013"
13511029,"IF4031-2013, IF4070-2013, IF4071-2013, KU2061-2013, TL4103-2013, DK3014-2013, IF4061-2013, PL4042-2013","IF4033-2013, IF4050-2013, IF2112-2013, KU4094-2013, IF4042-2013, AS2005-2013, IF4020-2013, IF4072-2013, BI2001-2013, DK3016-2013, IF4021-2013, KU4079-2013, KU4078-2013, KU2062-2013, DK4206-2013, KU4012-2013, IF4040-2013, KU4273-2013, TI3004-2013, IF4073-2013, IF4041-2013, KU4072-2013, IF4043-2013, TL2105-2013, KU2065-2013, KU4070-2013, TL4002-2013, IF3159-2019, IF4074-2019, KU2063-2013, BI2001-2019, IF4150-2019, IF4061-2019, IF4072-2019, IF4043-2019, IF4031-2019, IF4041-2019, IF4052-2019, IF4071-2019, IF4021-2019"
13511030,"IF4031-2013, IF4071-2013, IF4072-2013, KU4184-2013, TL4103-2013, DK3014-2013, DK4206-2013, IF4020-2013","IF4073-2013, KU2061-2013, KU4072-2013, AS2005-2013, IF4061-2013, IF4033-2013, IF4150-2019, IF4043-2019, KU4273-2013, IF4072-2019, IF4074-2019, TI3004-2013, IF4050-2013, KU4079-2013, DK3016-2013, IF2112-2013, IF4042-2013, IF4041-2019, KU2065-2013, IF4031-2019, KU2062-2013, IF4041-2013, IF4021-2013, KU4012-2013, KU2063-2013, KU4078-2013, IF4043-2013, IF4070-2013, BI2001-2013, TL2105-2013, TL4002-2013, IF4040-2013, KU4071-2013"
13511031,"IF4043-2013, IF4070-2013, IF4072-2013, KU2061-2013, KU4012-2013, KU4075-2013, KU4078-2013, TL4002-2013, IF4020-2013, IF4021-2013, IF4042-2013, KU4182-2013, KU4094-2013, KR3101-2013, MK3021-2013","DK3016-2013, IF2112-2013, IF4071-2013, DK3014-2013, AS2005-2013, IF4150-2019, IF4041-2019"
13511032,"IF4031-2013, IF4072-2013, TL4002-2013, IF4020-2013, IF4042-2013, IF4061-2013, IF4050-2013","IF4021-2013, DK3016-2013, IF2112-2013, IF4071-2013, DK3014-2013, AS2005-2013, IF4070-2013"
13511033,"IF4031-2013, IF4071-2013, IF4072-2013, KU4012-2013, TL4103-2013, IF4021-2013, IF4033-2013","IF4050-2013, IF2112-2013, KU2061-2013, IF4042-2013, KU4079-2013, KU4078-2013, AS2005-2013"
13511034,"IF4070-2013, IF4071-2013, IF4072-2013, IF5020-2013, KU4012-2013, KU4078-2013, KU4079-2013, TL4103-2013, IF4021-2013, IF5010-2013, IF5210-2013, IF5281-2013","IF4033-2013, AS2005-2013, IF4031-2013, KU2061-2013, DK3014-2013, IF2112-2013, IF4042-2013"
13511035,"IF4031-2013, IF4070-2013, IF4071-2013, TL4103-2013, DK3014-2013, IF4020-2013, IF4033-2013","IF4050-2013, IF2112-2013, KU2061-2013, AS2005-2013, IF4072-2013, IF4042-2013, KU4079-2013"
13511036,"IF4031-2013, IF4071-2013, IF4072-2013, TL4103-2013, IF4061-2013, IF4050-2013, MK3011-2013","IF4033-2013, IF2112-2013, KU2061-2013, KU2063-2013, AS2005-2013, DK3014-2013, IF4020-2013"
13511037,"KU2061-2013, IF4020-2013, IF4040-2013, IF4041-2013, IF4041-2013, IF4073-2013","IF4033-2013, IF4031-2013, IF4071-2013, DK4206-2013, IF4072-2013, AS2005-2013, IF2112-2013"
13511038,"IF4031-2013, IF4071-2013, IF4072-2013, KU4078-2013, TL4103-2013, DK3014-2013, IF4033-2013","KU4079-2013, AS2005-2013, KU2061-2013, IF4050-2013, IF2112-2013, KU4273-2013, IF4020-2013"
13511039,"KU2061-2013, KU2061-2013","KU4078-2013, IF4031-2013, AS2005-2013, IF4020-2013, IF3159-2019, IF4074-2019, IF4061-2013"
13511040,"IF4031-2013, IF4071-2013, IF4072-2013, TL4103-2013, IF4042-2013, IF4061-2013, MK3011-2013","DK3016-2013, DK3014-2013, IF2112-2013, IF4021-2013, AS2005-2013, IF4070-2013, IF4033-2013, KU2061-2013, IF4020-2013, KU4079-2013, TI3004-2013, IF4050-2013, KU2062-2013, KU4078-2013, DK4206-2013, KU4012-2013, BI2001-2013, KU4072-2013, KU4273-2013, IF4073-2013, IF4043-2013, IF4041-2013, TL4002-2013, IF4040-2013, KU2065-2013, KU2063-2013"
13511041,"IF4031-2013, IF4071-2013, IF4072-2013, TL4103-2013, DK3014-2013, IF4061-2013, IF5154-2013, IF4050-2013","IF4033-2013, IF2112-2013, KU2061-2013, AS2005-2013, KU4273-2013, KU2063-2013, KU2062-2013"
13511042,"IF4071-2013, IF4072-2013, IF5020-2013, KU4078-2013, KU4079-2013, TL4103-2013, IF4020-2013, IF4033-2013, IF4073-2013, IF5010-2013, IF5210-2013, IF5281-2013","AS2005-2013, IF4031-2013, DK4206-2013, KU2061-2013, IF4043-2013, DK3014-2013, IF4061-2013"
13511043,"BI2001-2013, IF4043-2013, KU2061-2013, KU4012-2013, IF4033-2013, IF4041-2013, IF4061-2013, MB4020-2013","IF4050-2013, IF4031-2013, IF2112-2013, IF4021-2013, KU4079-2013, DK3014-2013, AS2005-2013, KU4273-2013, IF4020-2013, IF4072-2013, KU4078-2013, DK3016-2013, IF4071-2013, IF4040-2013, IF4073-2013, TI3004-2013, KU2063-2013, IF4070-2013, IF4042-2013, KU4072-2013, IF4150-2019, KU4078-2019, TL4103-2013, KU2062-2013, TL4002-2013, IF4043-2019, KU4095-2013, IF4041-2019, KU4182-2013, DK4206-2013, IF4074-2019, KU4183-2013, IF3159-2019, BI2001-2019, IF4061-2019, IF4072-2019, IF4031-2019, IF4052-2019, IF4071-2019, IF4021-2019"
13511044,"IF4043-2013, KU4193-2013, IF4021-2013, IF4033-2013, IF4041-2013, IF4061-2013, KU4182-2013, KU4294-2013, KU4074-2013, AS2005-2013, KU4096-2013, TI3004-2013, KU4281-2013","KU4273-2013, IF4071-2013, IF4072-2013, DK3014-2013, IF4150-2019, KU2061-2013, IF4031-2013"
13511045,"IF4070-2013, IF4071-2013, KU2061-2013, KU4193-2013, TL4002-2013, IF4020-2013, IF4021-2013, KU4074-2013, PL4042-2013","KU4094-2013, DK3014-2013, IF2112-2013, IF4042-2013, IF4033-2013, IF4073-2013, AS2005-2013, IF4031-2013, IF4072-2013, DK3016-2013, DK4206-2013, KU4079-2013, KU4078-2013, IF4061-2013, BI2001-2013, KU4012-2013, TI3004-2013, IF4041-2013, IF4050-2013, KU4072-2013, KU4070-2013, IF4043-2013, TL2105-2013, IF4040-2013, KU4273-2013, KU2062-2013, KU4071-2013, TL4103-2013, KU4182-2013, KU2063-2013, IF3159-2019, IF4074-2019, KU2065-2013, BI2001-2019, IF4150-2019, IF4061-2019, IF4072-2019, IF4043-2019, IF4031-2019, IF4041-2019, IF4052-2019, IF4071-2019, IF4021-2019"
13511046,"IF4031-2013, IF4071-2013, IF4072-2013, KU2062-2013, KU4012-2013, TL4103-2013, IF4042-2013, MB4042-2013","DK3016-2013, DK3014-2013, IF2112-2013, IF4021-2013, AS2005-2013, IF4070-2013, IF4061-2013"
13511047,"IF4031-2013, IF4071-2013, IF4072-2013, KU4095-2013, TL4103-2013, DK4206-2013, IF4073-2013, KU4183-2013","KU2061-2013, KU4072-2013, AS2005-2013, IF4061-2013, IF4150-2019, IF4061-2019, IF4074-2019"
13511048,"IF4031-2013, IF4071-2013, IF4072-2013, TL4103-2013, DK4206-2013, IF4073-2013, IF5111-2013","KU2061-2013, KU4072-2013, AS2005-2013, IF4061-2013, IF4033-2013, DK3014-2013, IF4020-2013"
13511049,"BI2001-2013, IF4070-2013, IF4072-2013, IF4020-2013, IF4061-2013, IF4073-2013, KU4225-2013","IF4071-2013, DK4206-2013, KU2061-2013, IF4050-2013, IF4021-2013, AS2005-2013, IF4031-2013"
13511050,"IF4031-2013, IF4071-2013, IF4072-2013, TL4103-2013, IF4040-2013, IF4061-2013, IF4050-2013","IF4033-2013, IF2112-2013, KU2061-2013, KU2063-2013, AS2005-2013, DK3014-2013, IF4020-2013"
13511051,"IF4071-2013, IF4072-2013, KU4012-2013, TL4103-2013, IF4040-2013, IF4041-2013, IF4061-2013, II4034-2013, IF4050-2013","AS2005-2013, TI3004-2013, DK3014-2013, IF4033-2013, IF4031-2013, IF2112-2013, KU2063-2013"
13511053,"BI2001-2013, IF4021-2013, IF4041-2013, IF4061-2013, KU4182-2013, IF4050-2013, KU4096-2013, MB4019-2013","IF4150-2019, AS2005-2013, KU2061-2013, IF4041-2019, IF4033-2013, IF4031-2013, IF2112-2013"
13511054,"IF4031-2013, IF5020-2013, IF5192-2013, KU2061-2013, TL4002-2013, IF4020-2013, IF4021-2013, IF4033-2013, IF5190-2013, IF5210-2013, IF5211-2013","IF4050-2013, IF2112-2013, AS2005-2013, IF4073-2013, IF4071-2013, IF4040-2013, IF4042-2013"
13511055,"IF4070-2013, IF4071-2013, IF4072-2013, KU4012-2013, KU4078-2013, TL4002-2013, IF4021-2013, IF4033-2013, IF4041-2013, IF4061-2013","AS2005-2013, TI3004-2013, KU4079-2013, IF4031-2013, KU2061-2013, DK3014-2013, IF2112-2013"
13511056,"IF4031-2013, IF4072-2013, KU2061-2013, TL4002-2013, DK4206-2013, IF4033-2013, IF5154-2013, IF4050-2013","IF2112-2013, AS2005-2013, IF4020-2013, IF4071-2013, IF4073-2013, KU4072-2013, IF4040-2013"
13511057,"IF4070-2013, IF4071-2013, IF4072-2013, KU4012-2013, TL4002-2013, IF4020-2013","AS2005-2013, IF4031-2013, KU2061-2013, IF4073-2013, DK3014-2013, IF2112-2013, BI2001-2013"
13511058,"IF4031-2013, IF4071-2013, IF4072-2013, TL4002-2013, IF4061-2013, IF4073-2013, KU4225-2013, ME4034-2013","DK4206-2013, KU2061-2013, IF4033-2013, AS2005-2013, TL4103-2013, DK3014-2013, IF4020-2013"
13511059,"BI2001-2013, IF4071-2013, IF4072-2013, KU4012-2013, IF4021-2013, IF4033-2013, IF4061-2013, KR3101-2013, EL2002-2013","IF4050-2013, IF4042-2013, IF2112-2013, IF4031-2013, KU4079-2013, KU2061-2013, KU4078-2013"
